"scenario","ratio_value","setting_seed","repetition","x_stop","n_target_total","n_marker_actual","n_target_band","x_end","x_count","n_count","c_true","c_hat","sigma_L","valid","invalid_reason"
"CSR",5,103123,1,333,525000,100238,26101,0.0127724779304117,333,51,525000,685588.235294118,15.3262072378003,TRUE,NA
"CSR",5,103123,1,800,525000,100238,26101,0.0317083126865327,800,139,525000,604316.54676259,9.65539294573709,TRUE,NA
"CSR",5,103123,2,333,525000,103003,26298,0.0135191197041422,333,77,525000,454090.909090909,12.9878530478899,TRUE,NA
"CSR",5,103123,2,800,525000,103003,26298,0.0309401249978691,800,168,525000,5e+05,8.98932569313369,TRUE,NA
"CSR",5,103123,3,333,525000,101178,25993,0.0123201990500093,333,70,525000,499500,13.478551100938,TRUE,NA
"CSR",5,103123,3,800,525000,101178,25993,0.0308497790247202,800,169,525000,497041.420118343,8.96971373715795,TRUE,NA
"CSR",5,103123,4,333,525000,102168,26527,0.0133737225551158,333,72,525000,485625,13.3305320903684,TRUE,NA
"CSR",5,103123,4,800,525000,102168,26527,0.0314458450302482,800,176,525000,477272.727272727,8.83755332157073,TRUE,NA
"CSR",5,103123,5,333,525000,100999,26153,0.0126264132559299,333,61,525000,573196.721311475,14.2389825181774,TRUE,NA
"CSR",5,103123,5,800,525000,100999,26153,0.0312874910887331,800,152,525000,552631.578947368,9.33132576741561,TRUE,NA
"CSR",5,103123,6,333,525000,105976,26225,0.0117516515310854,333,63,525000,555000,14.0550473372953,TRUE,NA
"CSR",5,103123,6,800,525000,105976,26225,0.0296091791242361,800,151,525000,556291.390728477,9.35464229440858,TRUE,NA
"CSR",5,103123,7,333,525000,105205,26056,0.0129110484849662,333,58,525000,602844.827586207,14.5336846679327,TRUE,NA
"CSR",5,103123,7,800,525000,105205,26056,0.0329148676246405,800,163,525000,515337.423312883,9.09031683413498,TRUE,NA
"CSR",5,103123,8,333,525000,108841,26300,0.013699505245313,333,75,525000,466200,13.1205003813417,TRUE,NA
"CSR",5,103123,8,800,525000,108841,26300,0.0324190091341734,800,176,525000,477272.727272727,8.83755332157073,TRUE,NA
"CSR",5,103123,9,333,525000,107422,26187,0.0135388099588454,333,65,525000,537923.076923077,13.8802143632441,TRUE,NA
"CSR",5,103123,9,800,525000,107422,26187,0.0316410991363227,800,146,525000,575342.465753425,9.47508931769804,TRUE,NA
"CSR",5,103123,10,333,525000,105437,26152,0.0132236839272082,333,65,525000,537923.076923077,13.8802143632441,TRUE,NA
"CSR",5,103123,10,800,525000,105437,26152,0.0315486998297274,800,156,525000,538461.538461538,9.24049408830438,TRUE,NA
"CSR",5,103123,11,333,525000,104656,26363,0.0118140811100602,333,53,525000,659716.981132075,15.0828857386931,TRUE,NA
"CSR",5,103123,11,800,525000,104656,26363,0.0287761171348393,800,138,525000,608695.652173913,9.68235172927353,TRUE,NA
"CSR",5,103123,12,333,525000,104848,26220,0.0133062438108027,333,74,525000,472500,13.1889852550751,TRUE,NA
"CSR",5,103123,12,800,525000,104848,26220,0.029569260077551,800,146,525000,575342.465753425,9.47508931769804,TRUE,NA
"CSR",5,103123,13,333,525000,103687,26314,0.0137673707213253,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"CSR",5,103123,13,800,525000,103687,26314,0.0307338000275195,800,155,525000,541935.483870968,9.26284491534227,TRUE,NA
"CSR",5,103123,14,333,525000,105240,26230,0.0129730887711048,333,65,525000,537923.076923077,13.8802143632441,TRUE,NA
"CSR",5,103123,14,800,525000,105240,26230,0.0296120147686452,800,154,525000,545454.545454545,9.28543116007485,TRUE,NA
"CSR",5,103123,15,333,525000,103244,26315,0.0133562344126403,333,57,525000,613421.052631579,14.6373765892212,TRUE,NA
"CSR",5,103123,15,800,525000,103244,26315,0.0300404992885888,800,144,525000,583333.333333333,9.52515676185271,TRUE,NA
"CSR",5,103123,16,333,525000,104313,26168,0.012313146609813,333,58,525000,602844.827586207,14.5336846679327,TRUE,NA
"CSR",5,103123,16,800,525000,104313,26168,0.0302497032098472,800,146,525000,575342.465753425,9.47508931769804,TRUE,NA
"CSR",5,103123,17,333,525000,105315,26394,0.012358138570562,333,53,525000,659716.981132075,15.0828857386931,TRUE,NA
"CSR",5,103123,17,800,525000,105315,26394,0.030148497549817,800,158,525000,531645.569620253,9.19648335691042,TRUE,NA
"CSR",5,103123,18,333,525000,103972,26286,0.0139419911429286,333,82,525000,426402.43902439,12.6793302834041,TRUE,NA
"CSR",5,103123,18,800,525000,103972,26286,0.0320678558200598,800,169,525000,497041.420118343,8.96971373715795,TRUE,NA
"CSR",5,103123,19,333,525000,106043,26335,0.0121299480088055,333,74,525000,472500,13.1889852550751,TRUE,NA
"CSR",5,103123,19,800,525000,106043,26335,0.0309410623740405,800,178,525000,471910.112359551,8.80136024568492,TRUE,NA
