"scenario","ratio_value","setting_seed","repetition","x_stop","n_target_total","n_marker_actual","n_target_band","x_end","x_count","n_count","c_true","c_hat","sigma_L","valid","invalid_reason"
"Beta centre-high",5,203123,1,333,525000,111044,7154,0.216548258240343,333,60,525000,582750,14.3346037123501,TRUE,NA
"Beta centre-high",5,203123,1,800,525000,111044,7154,0.283473057309107,800,144,525000,583333.333333333,9.52515676185271,TRUE,NA
"Beta centre-high",5,203123,2,333,525000,107491,7146,0.223701783865542,333,74,525000,472500,13.1889852550751,TRUE,NA
"Beta centre-high",5,203123,2,800,525000,107491,7146,0.288228219957814,800,159,525000,528301.886792453,9.17481600112124,TRUE,NA
"Beta centre-high",5,203123,3,333,525000,108044,7183,0.221433951859983,333,82,525000,426402.43902439,12.6793302834041,TRUE,NA
"Beta centre-high",5,203123,3,800,525000,108044,7183,0.28963195487104,800,181,525000,464088.397790055,8.74830187396128,TRUE,NA
"Beta centre-high",5,203123,4,333,525000,103656,7126,0.221738448718576,333,78,525000,448269.230769231,12.9235956733636,TRUE,NA
"Beta centre-high",5,203123,4,800,525000,103656,7126,0.288211156940677,800,165,525000,509090.909090909,9.04932193589579,TRUE,NA
"Beta centre-high",5,203123,5,333,525000,105310,7200,0.22078741425162,333,77,525000,454090.909090909,12.9878530478899,TRUE,NA
"Beta centre-high",5,203123,5,800,525000,105310,7200,0.287829069244308,800,162,525000,518518.518518519,9.11112297991595,TRUE,NA
"Beta centre-high",5,203123,6,333,525000,104058,7113,0.221181358334548,333,78,525000,448269.230769231,12.9235956733636,TRUE,NA
"Beta centre-high",5,203123,6,800,525000,104058,7113,0.288696031632501,800,165,525000,509090.909090909,9.04932193589579,TRUE,NA
"Beta centre-high",5,203123,7,333,525000,103309,7204,0.218593914088855,333,67,525000,521865.671641791,13.7137860660992,TRUE,NA
"Beta centre-high",5,203123,7,800,525000,103309,7204,0.286180956383469,800,169,525000,497041.420118343,8.96971373715795,TRUE,NA
"Beta centre-high",5,203123,8,333,525000,109563,7087,0.222377803259728,333,73,525000,478972.602739726,13.2589780259761,TRUE,NA
"Beta centre-high",5,203123,8,800,525000,109563,7087,0.293591824737878,800,171,525000,491228.070175439,8.93105251676233,TRUE,NA
"Beta centre-high",5,203123,9,333,525000,102786,7112,0.223377394282137,333,64,525000,546328.125,13.9665384732028,TRUE,NA
"Beta centre-high",5,203123,9,800,525000,102786,7112,0.292934341867415,800,171,525000,491228.070175439,8.93105251676233,TRUE,NA
"Beta centre-high",5,203123,10,333,525000,104803,7175,0.218197806047838,333,49,525000,713571.428571429,15.5851156420642,TRUE,NA
