"scenario","ratio_value","setting_seed","repetition","x_stop","n_target_total","n_marker_actual","n_target_band","x_end","x_count","n_count","c_true","c_hat","sigma_L","valid","invalid_reason"
"Beta right-high",5,303123,1,333,525000,107767,26083,0.349047223784158,333,67,525000,521865.671641791,13.7137860660992,TRUE,NA
"Beta right-high",5,303123,1,800,525000,107767,26083,0.423472434029858,800,162,525000,518518.518518519,9.11112297991595,TRUE,NA
"Beta right-high",5,303123,2,333,525000,104749,26419,0.354687804539381,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"Beta right-high",5,303123,2,800,525000,104749,26419,0.426463019236088,800,178,525000,471910.112359551,8.80136024568492,TRUE,NA
"Beta right-high",5,303123,3,333,525000,109290,26089,0.353069568522652,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"Beta right-high",5,303123,3,800,525000,109290,26089,0.429994857349709,800,171,525000,491228.070175439,8.93105251676233,TRUE,NA
"Beta right-high",5,303123,4,333,525000,110882,26227,0.351279483385938,333,77,525000,454090.909090909,12.9878530478899,TRUE,NA
"Beta right-high",5,303123,4,800,525000,110882,26227,0.422205121457635,800,185,525000,454054.054054054,8.67975926782984,TRUE,NA
"Beta right-high",5,303123,5,333,525000,103349,26592,0.352806531582993,333,63,525000,555000,14.0550473372953,TRUE,NA
"Beta right-high",5,303123,5,800,525000,103349,26592,0.429241602875078,800,161,525000,521739.130434783,9.13213929677269,TRUE,NA
"Beta right-high",5,303123,6,333,525000,102563,26287,0.35656993257378,333,76,525000,460065.789473684,13.0534724993725,TRUE,NA
"Beta right-high",5,303123,6,800,525000,102563,26287,0.425763511296694,800,173,525000,485549.132947977,8.89312291051442,TRUE,NA
"Beta right-high",5,303123,7,333,525000,106747,26036,0.351379329222892,333,79,525000,442594.936708861,12.860656103188,TRUE,NA
"Beta right-high",5,303123,7,800,525000,106747,26036,0.42278803287767,800,168,525000,5e+05,8.98932569313369,TRUE,NA
"Beta right-high",5,303123,8,333,525000,102077,26180,0.353385652619142,333,72,525000,485625,13.3305320903684,TRUE,NA
"Beta right-high",5,303123,8,800,525000,102077,26180,0.426867445847762,800,170,525000,494117.647058824,8.95029029167148,TRUE,NA
"Beta right-high",5,303123,9,333,525000,105262,26192,0.359726353738641,333,60,525000,582750,14.3346037123501,TRUE,NA
"Beta right-high",5,303123,9,800,525000,105262,26192,0.43191649879062,800,176,525000,477272.727272727,8.83755332157073,TRUE,NA
"Beta right-high",5,303123,10,333,525000,103854,26500,0.356607007030528,333,83,525000,421265.060240964,12.6212568563633,TRUE,NA
"Beta right-high",5,303123,10,800,525000,103854,26500,0.426485172288624,800,188,525000,446808.510638298,8.6299279403206,TRUE,NA
"Beta right-high",5,303123,11,333,525000,103979,26304,0.362080072105959,333,71,525000,492464.788732394,13.4037034936613,TRUE,NA
"Beta right-high",5,303123,11,800,525000,103979,26304,0.426344104682555,800,166,525000,506024.096385542,9.02912679880207,TRUE,NA
"Beta right-high",5,303123,12,333,525000,108747,26411,0.34832238321159,333,58,525000,602844.827586207,14.5336846679327,TRUE,NA
"Beta right-high",5,303123,12,800,525000,108747,26411,0.423188616459263,800,166,525000,506024.096385542,9.02912679880207,TRUE,NA
"Beta right-high",5,303123,13,333,525000,101416,25968,0.356182991341668,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"Beta right-high",5,303123,13,800,525000,101416,25968,0.424587009420341,800,153,525000,549019.607843137,9.30825676577559,TRUE,NA
"Beta right-high",5,303123,14,333,525000,103561,26067,0.35208224351524,333,63,525000,555000,14.0550473372953,TRUE,NA
"Beta right-high",5,303123,14,800,525000,103561,26067,0.424764564643485,800,163,525000,515337.423312883,9.09031683413498,TRUE,NA
"Beta right-high",5,303123,15,333,525000,103213,26153,0.356458082328668,333,55,525000,635727.272727273,14.853699160197,TRUE,NA
"Beta right-high",5,303123,15,800,525000,103213,26153,0.426944035140884,800,135,525000,622222.222222222,9.76515442619819,TRUE,NA
"Beta right-high",5,303123,16,333,525000,105366,26387,0.356379039330785,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"Beta right-high",5,303123,16,800,525000,105366,26387,0.427302504273895,800,183,525000,459016.393442623,8.71372340831366,TRUE,NA
"Beta right-high",5,303123,17,333,525000,106949,26292,0.351516132227274,333,72,525000,485625,13.3305320903684,TRUE,NA
"Beta right-high",5,303123,17,800,525000,106949,26292,0.425682470343608,800,173,525000,485549.132947977,8.89312291051442,TRUE,NA
"Beta right-high",5,303123,18,333,525000,102127,26152,0.358857991461921,333,67,525000,521865.671641791,13.7137860660992,TRUE,NA
"Beta right-high",5,303123,18,800,525000,102127,26152,0.430496263520892,800,162,525000,518518.518518519,9.11112297991595,TRUE,NA
"Beta right-high",5,303123,19,333,525000,101580,26348,0.355749508833633,333,78,525000,448269.230769231,12.9235956733636,TRUE,NA
"Beta right-high",5,303123,19,800,525000,101580,26348,0.423736368233906,800,149,525000,563758.389261745,9.4020349315005,TRUE,NA
"Beta right-high",5,303123,20,333,525000,100387,26352,0.351101341710684,333,62,525000,563951.612903226,14.1458304635712,TRUE,NA
"Beta right-high",5,303123,20,800,525000,100387,26352,0.42626593674667,800,158,525000,531645.569620253,9.19648335691042,TRUE,NA
"Beta right-high",5,303123,21,333,525000,100713,26304,0.351692691624764,333,58,525000,602844.827586207,14.5336846679327,TRUE,NA
"Beta right-high",5,303123,21,800,525000,100713,26304,0.425948234618467,800,154,525000,545454.545454545,9.28543116007485,TRUE,NA
"Beta right-high",5,303123,22,333,525000,105070,25928,0.352045256275119,333,67,525000,521865.671641791,13.7137860660992,TRUE,NA
"Beta right-high",5,303123,22,800,525000,105070,25928,0.424372271528689,800,155,525000,541935.483870968,9.26284491534227,TRUE,NA
"Beta right-high",5,303123,23,333,525000,105132,26167,0.3564641418845,333,65,525000,537923.076923077,13.8802143632441,TRUE,NA
"Beta right-high",5,303123,23,800,525000,105132,26167,0.428309714244712,800,153,525000,549019.607843137,9.30825676577559,TRUE,NA
"Beta right-high",5,303123,24,333,525000,104968,26346,0.348568285888834,333,67,525000,521865.671641791,13.7137860660992,TRUE,NA
"Beta right-high",5,303123,24,800,525000,104968,26346,0.421694684423884,800,157,525000,535031.847133758,9.21837482473715,TRUE,NA
"Beta right-high",5,303123,25,333,525000,103856,25969,0.354686287532441,333,59,525000,592627.118644068,14.4328002254304,TRUE,NA
"Beta right-high",5,303123,25,800,525000,103856,25969,0.426524179420811,800,157,525000,535031.847133758,9.21837482473715,TRUE,NA
"Beta right-high",5,303123,26,333,525000,104999,26118,0.349170376354938,333,75,525000,466200,13.1205003813417,TRUE,NA
"Beta right-high",5,303123,26,800,525000,104999,26118,0.419211548274216,800,159,525000,528301.886792453,9.17481600112124,TRUE,NA
"Beta right-high",5,303123,27,333,525000,105163,25978,0.351679527643478,333,66,525000,529772.727272727,13.7959903029324,TRUE,NA
"Beta right-high",5,303123,27,800,525000,105163,25978,0.423396256919822,800,163,525000,515337.423312883,9.09031683413498,TRUE,NA
"Beta right-high",5,303123,28,333,525000,109829,26314,0.349770480649307,333,63,525000,555000,14.0550473372953,TRUE,NA
"Beta right-high",5,303123,28,800,525000,109829,26314,0.418581298135433,800,158,525000,531645.569620253,9.19648335691042,TRUE,NA
"Beta right-high",5,303123,29,333,525000,97485,26515,0.354294914458217,333,65,525000,537923.076923077,13.8802143632441,TRUE,NA
"Beta right-high",5,303123,29,800,525000,97485,26515,0.425081648594916,800,142,525000,591549.295774648,9.57636163188774,TRUE,NA
"Beta right-high",5,303123,30,333,525000,102043,26194,0.35723001901039,333,78,525000,448269.230769231,12.9235956733636,TRUE,NA
"Beta right-high",5,303123,30,800,525000,102043,26194,0.427815282487398,800,167,525000,502994.011976048,9.00912905970284,TRUE,NA
"Beta right-high",5,303123,31,333,525000,105546,26277,0.355388839593432,333,57,525000,613421.052631579,14.6373765892212,TRUE,NA
"Beta right-high",5,303123,31,800,525000,105546,26277,0.429048606724666,800,148,525000,567567.567567568,9.42611979878208,TRUE,NA
"Beta right-high",5,303123,32,333,525000,107700,26173,0.358900856469234,333,63,525000,555000,14.0550473372953,TRUE,NA
"Beta right-high",5,303123,32,800,525000,107700,26173,0.428487136058482,800,153,525000,549019.607843137,9.30825676577559,TRUE,NA
"Beta right-high",5,303123,33,333,525000,102562,26275,0.352852362480852,333,76,525000,460065.789473684,13.0534724993725,TRUE,NA
"Beta right-high",5,303123,33,800,525000,102562,26275,0.425006088873402,800,167,525000,502994.011976048,9.00912905970284,TRUE,NA
"Beta right-high",5,303123,34,333,525000,107133,26124,0.349608693910632,333,61,525000,573196.721311475,14.2389825181774,TRUE,NA
"Beta right-high",5,303123,34,800,525000,107133,26124,0.42369357254591,800,151,525000,556291.390728477,9.35464229440858,TRUE,NA
"Beta right-high",5,303123,35,333,525000,105882,26311,0.352019173998926,333,52,525000,672403.846153846,15.2026934860618,TRUE,NA
"Beta right-high",5,303123,35,800,525000,105882,26311,0.426713604588318,800,142,525000,591549.295774648,9.57636163188774,TRUE,NA
"Beta right-high",5,303123,36,333,525000,101399,26301,0.365935150786663,333,64,525000,546328.125,13.9665384732028,TRUE,NA
"Beta right-high",5,303123,36,800,525000,101399,26301,0.432709647505706,800,131,525000,641221.374045802,9.88028566166077,TRUE,NA
"Beta right-high",5,303123,37,333,525000,104782,26230,0.361353644112021,333,74,525000,472500,13.1889852550751,TRUE,NA
"Beta right-high",5,303123,37,800,525000,104782,26230,0.429774562795249,800,177,525000,474576.271186441,8.81937310893847,TRUE,NA
"Beta right-high",5,303123,38,333,525000,102584,26060,0.354192276181148,333,55,525000,635727.272727273,14.853699160197,TRUE,NA
"Beta right-high",5,303123,38,800,525000,102584,26060,0.426835779572192,800,155,525000,541935.483870968,9.26284491534227,TRUE,NA
"Beta right-high",5,303123,39,333,525000,100357,25947,0.354577360805598,333,50,525000,699300,15.4536143643956,TRUE,NA
"Beta right-high",5,303123,39,800,525000,100357,25947,0.424773707532179,800,134,525000,626865.671641791,9.79341781836483,TRUE,NA
"Beta right-high",5,303123,40,333,525000,104215,26233,0.355804848210472,333,75,525000,466200,13.1205003813417,TRUE,NA
"Beta right-high",5,303123,40,800,525000,104215,26233,0.429606104115689,800,160,525000,525000,9.15336915531238,TRUE,NA
"Beta right-high",5,303123,41,333,525000,109671,26152,0.357799802412022,333,69,525000,506739.130434783,13.5551367811372,TRUE,NA
"Beta right-high",5,303123,41,800,525000,109671,26152,0.424597021556791,800,173,525000,485549.132947977,8.89312291051442,TRUE,NA
"Beta right-high",5,303123,42,333,525000,102173,26170,0.35132284421002,333,62,525000,563951.612903226,14.1458304635712,TRUE,NA
"Beta right-high",5,303123,42,800,525000,102173,26170,0.428862258437227,800,178,525000,471910.112359551,8.80136024568492,TRUE,NA
