"scenario","ratio_value","setting_seed","repetition","x_stop","n_target_total","n_marker_actual","n_target_band","x_end","x_count","n_count","c_true","c_hat","sigma_L","valid","invalid_reason"
"CSR",10,104123,1,333,1050000,107197,52703,0.00637059332802892,333,42,1050000,832500,16.6405959934941,TRUE,NA
"CSR",10,104123,1,800,1050000,107197,52703,0.0151424228679389,800,94,1050000,893617.021276596,11.2989886988539,TRUE,NA
"CSR",10,104123,2,333,1050000,104351,52419,0.00703763519413769,333,47,1050000,743936.170212766,15.8612784595146,TRUE,NA
"CSR",10,104123,2,800,1050000,104351,52419,0.0156737619545311,800,103,1050000,815533.980582524,10.8798688197147,TRUE,NA
"CSR",10,104123,3,333,1050000,108267,52925,0.006552763748914,333,41,1050000,852804.87804878,16.8141796097176,TRUE,NA
"CSR",10,104123,3,800,1050000,108267,52925,0.0156288747675717,800,88,1050000,954545.454545455,11.6155297136974,TRUE,NA
"CSR",10,104123,4,333,1050000,104059,52174,0.00630386592820287,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"CSR",10,104123,4,800,1050000,104059,52174,0.0158683985937387,800,76,1050000,1105263.15789474,12.3637823606631,TRUE,NA
"CSR",10,104123,5,333,1050000,101084,52648,0.0063596349209547,333,30,1050000,1165500,19.2911256866153,TRUE,NA
"CSR",10,104123,5,800,1050000,101084,52648,0.0151823260821402,800,78,1050000,1076923.07692308,12.226581496827,TRUE,NA
"CSR",10,104123,6,333,1050000,107609,52528,0.0071498560719192,333,31,1050000,1127903.22580645,19.0103877415676,TRUE,NA
"CSR",10,104123,6,800,1050000,107609,52528,0.0162420705892146,800,70,1050000,1200000,12.8117645057411,TRUE,NA
"CSR",10,104123,7,333,1050000,108397,52640,0.00690518761985004,333,43,1050000,813139.534883721,16.4733826659353,TRUE,NA
"CSR",10,104123,7,800,1050000,108397,52640,0.0153490866068751,800,90,1050000,933333.333333333,11.5063147012645,TRUE,NA
"CSR",10,104123,8,333,1050000,105286,52476,0.00623955973424017,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"CSR",10,104123,8,800,1050000,105286,52476,0.0148633180651814,800,84,1050000,1e+06,11.8461717842113,TRUE,NA
"CSR",10,104123,9,333,1050000,101444,52643,0.00564593356102705,333,31,1050000,1127903.22580645,19.0103877415676,TRUE,NA
"CSR",10,104123,9,800,1050000,101444,52643,0.015077120391652,800,66,1050000,1272727.27272727,13.1453154548902,TRUE,NA
"CSR",10,104123,10,333,1050000,107387,52440,0.00594612280838192,333,45,1050000,777000,16.1566215263488,TRUE,NA
"CSR",10,104123,10,800,1050000,107387,52440,0.0149549846537411,800,88,1050000,954545.454545455,11.6155297136974,TRUE,NA
"CSR",10,104123,11,333,1050000,98561,52515,0.0063630542717874,333,32,1050000,1092656.25,18.7433774150619,TRUE,NA
"CSR",10,104123,11,800,1050000,98561,52515,0.0157766838092357,800,80,1050000,1050000,12.0947991671389,TRUE,NA
"CSR",10,104123,12,333,1050000,105375,52431,0.00646887207403779,333,43,1050000,813139.534883721,16.4733826659353,TRUE,NA
"CSR",10,104123,12,800,1050000,105375,52431,0.0160836214199662,800,98,1050000,857142.857142857,11.1051782164878,TRUE,NA
