"scenario","ratio_value","setting_seed","repetition","x_stop","n_target_total","n_marker_actual","n_target_band","x_end","x_count","n_count","c_true","c_hat","sigma_L","valid","invalid_reason"
"Beta right-high",10,304123,57,800,1050000,101927,52180,0.371938655406615,800,83,1050000,1012048.19277108,11.9065567904524,TRUE,NA
"Beta right-high",10,304123,58,333,1050000,107769,52607,0.307502714877799,333,36,1050000,971250,17.793031633233,TRUE,NA
"Beta right-high",10,304123,58,800,1050000,107769,52607,0.365190007228579,800,77,1050000,1090909.09090909,12.2944823707041,TRUE,NA
"Beta right-high",10,304123,59,333,1050000,99651,52731,0.301681013205165,333,21,1050000,1665000,22.6937143965885,TRUE,NA
"Beta right-high",10,304123,59,800,1050000,99651,52731,0.363681561803949,800,61,1050000,1377049.18032787,13.6095037794525,TRUE,NA
"Beta right-high",10,304123,60,333,1050000,100075,52563,0.307091024993586,333,40,1050000,874125,16.9945343249956,TRUE,NA
"Beta right-high",10,304123,60,800,1050000,100075,52563,0.367744642690037,800,79,1050000,1063291.13924051,12.1600347604124,TRUE,NA
"Beta right-high",10,304123,61,333,1050000,102646,52660,0.30669461827038,333,42,1050000,832500,16.6405959934941,TRUE,NA
"Beta right-high",10,304123,61,800,1050000,102646,52660,0.366906801317158,800,92,1050000,913043.47826087,11.4008692242012,TRUE,NA
"Beta right-high",10,304123,62,333,1050000,104505,52850,0.310827520551851,333,35,1050000,999000,18.0146740919102,TRUE,NA
"Beta right-high",10,304123,62,800,1050000,104505,52850,0.373444931935264,800,92,1050000,913043.47826087,11.4008692242012,TRUE,NA
"Beta right-high",10,304123,63,333,1050000,110349,52697,0.307667283569511,333,42,1050000,832500,16.6405959934941,TRUE,NA
"Beta right-high",10,304123,63,800,1050000,110349,52697,0.36659959740044,800,97,1050000,865979.381443299,11.1524414546134,TRUE,NA
"Beta right-high",10,304123,64,333,1050000,104746,52642,0.302583638542056,333,26,1050000,1344807.69230769,20.5774046356395,TRUE,NA
"Beta right-high",10,304123,64,800,1050000,104746,52642,0.368356322159694,800,72,1050000,1166666.66666667,12.6559494223987,TRUE,NA
"Beta right-high",10,304123,65,333,1050000,101647,52413,0.306573381566417,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"Beta right-high",10,304123,65,800,1050000,101647,52413,0.363960253224574,800,68,1050000,1235294.11764706,12.9747057933055,TRUE,NA
"Beta right-high",10,304123,66,333,1050000,109147,52404,0.302037271542965,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"Beta right-high",10,304123,66,800,1050000,109147,52404,0.364746847205211,800,75,1050000,1120000,12.4345285486325,TRUE,NA
"Beta right-high",10,304123,67,333,1050000,101814,52311,0.305615730843224,333,33,1050000,1059545.45454545,18.489037291156,TRUE,NA
"Beta right-high",10,304123,67,800,1050000,101814,52311,0.366033085612234,800,73,1050000,1150684.93150685,12.580559139533,TRUE,NA
"Beta right-high",10,304123,68,333,1050000,99680,52447,0.311185785166048,333,25,1050000,1398600,20.9478924219945,TRUE,NA
"Beta right-high",10,304123,68,800,1050000,99680,52447,0.370242456345167,800,70,1050000,1200000,12.8117645057411,TRUE,NA
"Beta right-high",10,304123,69,333,1050000,107279,52538,0.310311123067543,333,38,1050000,920131.578947368,17.3773442061869,TRUE,NA
"Beta right-high",10,304123,69,800,1050000,107279,52538,0.366945068686079,800,86,1050000,976744.186046512,11.7287355098862,TRUE,NA
"Beta right-high",10,304123,70,333,1050000,109057,52225,0.310713539679298,333,38,1050000,920131.578947368,17.3773442061869,TRUE,NA
"Beta right-high",10,304123,70,800,1050000,109057,52225,0.373969247410733,800,84,1050000,1e+06,11.8461717842113,TRUE,NA
"Beta right-high",10,304123,71,333,1050000,107919,52687,0.301319205495064,333,31,1050000,1127903.22580645,19.0103877415676,TRUE,NA
"Beta right-high",10,304123,71,800,1050000,107919,52687,0.36006631591747,800,82,1050000,1024390.24390244,11.9680986963519,TRUE,NA
"Beta right-high",10,304123,72,333,1050000,99211,52533,0.308912118595509,333,30,1050000,1165500,19.2911256866153,TRUE,NA
"Beta right-high",10,304123,72,800,1050000,99211,52533,0.366813775507205,800,61,1050000,1377049.18032787,13.6095037794525,TRUE,NA
"Beta right-high",10,304123,73,333,1050000,101768,52224,0.312697735969424,333,31,1050000,1127903.22580645,19.0103877415676,TRUE,NA
"Beta right-high",10,304123,73,800,1050000,101768,52224,0.371063679448924,800,78,1050000,1076923.07692308,12.226581496827,TRUE,NA
"Beta right-high",10,304123,74,333,1050000,110382,52723,0.305321951155986,333,25,1050000,1398600,20.9478924219945,TRUE,NA
"Beta right-high",10,304123,74,800,1050000,110382,52723,0.369194397937428,800,69,1050000,1217391.30434783,12.8923117835906,TRUE,NA
"Beta right-high",10,304123,75,333,1050000,104040,52927,0.310585289903254,333,42,1050000,832500,16.6405959934941,TRUE,NA
"Beta right-high",10,304123,75,800,1050000,104040,52927,0.370493609121655,800,91,1050000,923076.923076923,11.4531339284728,TRUE,NA
"Beta right-high",10,304123,76,333,1050000,109152,52588,0.306911787075252,333,30,1050000,1165500,19.2911256866153,TRUE,NA
"Beta right-high",10,304123,76,800,1050000,109152,52588,0.368219295413731,800,78,1050000,1076923.07692308,12.226581496827,TRUE,NA
"Beta right-high",10,304123,77,333,1050000,102990,52323,0.309026203095195,333,34,1050000,1028382.35294118,18.2464200319481,TRUE,NA
"Beta right-high",10,304123,77,800,1050000,102990,52323,0.371980430333837,800,80,1050000,1050000,12.0947991671389,TRUE,NA
"Beta right-high",10,304123,78,333,1050000,105198,52177,0.307260689990227,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"Beta right-high",10,304123,78,800,1050000,105198,52177,0.368547785256645,800,84,1050000,1e+06,11.8461717842113,TRUE,NA
"Beta right-high",10,304123,79,333,1050000,106370,52267,0.311294975402425,333,30,1050000,1165500,19.2911256866153,TRUE,NA
"Beta right-high",10,304123,79,800,1050000,106370,52267,0.370973063728848,800,77,1050000,1090909.09090909,12.2944823707041,TRUE,NA
"Beta right-high",10,304123,80,333,1050000,100752,52759,0.307157518187495,333,28,1050000,1248750,19.8986696556908,TRUE,NA
"Beta right-high",10,304123,80,800,1050000,100752,52759,0.368085573487496,800,65,1050000,1292307.69230769,13.2336812996074,TRUE,NA
"Beta right-high",10,304123,81,333,1050000,109891,52580,0.314245859939967,333,27,1050000,1295000,20.2283110341379,TRUE,NA
"Beta right-high",10,304123,81,800,1050000,109891,52580,0.372033337317953,800,68,1050000,1235294.11764706,12.9747057933055,TRUE,NA
"Beta right-high",10,304123,82,333,1050000,104654,52549,0.302366308192913,333,40,1050000,874125,16.9945343249956,TRUE,NA
"Beta right-high",10,304123,82,800,1050000,104654,52549,0.36394349533334,800,93,1050000,903225.806451613,11.3494955224386,TRUE,NA
"Beta right-high",10,304123,83,333,1050000,106827,52607,0.30587364092951,333,34,1050000,1028382.35294118,18.2464200319481,TRUE,NA
"Beta right-high",10,304123,83,800,1050000,106827,52607,0.368603006593574,800,78,1050000,1076923.07692308,12.226581496827,TRUE,NA
"Beta right-high",10,304123,84,333,1050000,109752,52121,0.312239818944283,333,36,1050000,971250,17.793031633233,TRUE,NA
"Beta right-high",10,304123,84,800,1050000,109752,52121,0.372870083783926,800,96,1050000,875000,11.2004836306336,TRUE,NA
"Beta right-high",10,304123,85,333,1050000,106874,52290,0.304974929583846,333,32,1050000,1092656.25,18.7433774150619,TRUE,NA
"Beta right-high",10,304123,85,800,1050000,106874,52290,0.369308271951143,800,70,1050000,1200000,12.8117645057411,TRUE,NA
"Beta right-high",10,304123,86,333,1050000,108918,52629,0.305001329308786,333,43,1050000,813139.534883721,16.4733826659353,TRUE,NA
"Beta right-high",10,304123,86,800,1050000,108918,52629,0.367604573891333,800,92,1050000,913043.47826087,11.4008692242012,TRUE,NA
"Beta right-high",10,304123,87,333,1050000,107203,53014,0.308020867866395,333,33,1050000,1059545.45454545,18.489037291156,TRUE,NA
"Beta right-high",10,304123,87,800,1050000,107203,53014,0.367846527006998,800,83,1050000,1012048.19277108,11.9065567904524,TRUE,NA
"Beta right-high",10,304123,88,333,1050000,103898,52866,0.308067075554333,333,19,1050000,1840263.15789474,23.7724627751762,TRUE,NA
"Beta right-high",10,304123,88,800,1050000,103898,52866,0.368856877894085,800,79,1050000,1063291.13924051,12.1600347604124,TRUE,NA
"Beta right-high",10,304123,89,333,1050000,103401,52897,0.304672987066394,333,36,1050000,971250,17.793031633233,TRUE,NA
"Beta right-high",10,304123,89,800,1050000,103401,52897,0.366803847667313,800,83,1050000,1012048.19277108,11.9065567904524,TRUE,NA
"Beta right-high",10,304123,90,333,1050000,107201,52561,0.307942113057252,333,33,1050000,1059545.45454545,18.489037291156,TRUE,NA
"Beta right-high",10,304123,90,800,1050000,107201,52561,0.371134040174829,800,72,1050000,1166666.66666667,12.6559494223987,TRUE,NA
"Beta right-high",10,304123,91,333,1050000,102625,52385,0.309512009266183,333,36,1050000,971250,17.793031633233,TRUE,NA
"Beta right-high",10,304123,91,800,1050000,102625,52385,0.371274331983553,800,83,1050000,1012048.19277108,11.9065567904524,TRUE,NA
"Beta right-high",10,304123,92,333,1050000,110069,52611,0.304909149983156,333,35,1050000,999000,18.0146740919102,TRUE,NA
"Beta right-high",10,304123,92,800,1050000,110069,52611,0.366517492580924,800,79,1050000,1063291.13924051,12.1600347604124,TRUE,NA
"Beta right-high",10,304123,93,333,1050000,103311,52275,0.302139309980929,333,25,1050000,1398600,20.9478924219945,TRUE,NA
"Beta right-high",10,304123,93,800,1050000,103311,52275,0.36646650093714,800,73,1050000,1150684.93150685,12.580559139533,TRUE,NA
"Beta right-high",10,304123,94,333,1050000,103607,52423,0.307401826180106,333,26,1050000,1344807.69230769,20.5774046356395,TRUE,NA
"Beta right-high",10,304123,94,800,1050000,103607,52423,0.368036993449333,800,67,1050000,1253731.34328358,13.0590159750537,TRUE,NA
"Beta right-high",10,304123,95,333,1050000,101709,52160,0.308260972649072,333,34,1050000,1028382.35294118,18.2464200319481,TRUE,NA
"Beta right-high",10,304123,95,800,1050000,101709,52160,0.369052938832379,800,71,1050000,1183098.5915493,12.7329979704687,TRUE,NA
"Beta right-high",10,304123,96,333,1050000,100356,52571,0.304872465320969,333,35,1050000,999000,18.0146740919102,TRUE,NA
"Beta right-high",10,304123,96,800,1050000,100356,52571,0.3673239947992,800,84,1050000,1e+06,11.8461717842113,TRUE,NA
"Beta right-high",10,304123,97,333,1050000,102785,52661,0.309255703111375,333,29,1050000,1205689.65517241,19.5867757206323,TRUE,NA
"Beta right-high",10,304123,97,800,1050000,102785,52661,0.366325216525787,800,75,1050000,1120000,12.4345285486325,TRUE,NA
"Beta right-high",10,304123,98,333,1050000,104680,52566,0.303498013884698,333,35,1050000,999000,18.0146740919102,TRUE,NA
"Beta right-high",10,304123,98,800,1050000,104680,52566,0.368293260296431,800,83,1050000,1012048.19277108,11.9065567904524,TRUE,NA
"Beta right-high",10,304123,99,333,1050000,104387,52846,0.30714907209658,333,31,1050000,1127903.22580645,19.0103877415676,TRUE,NA
"Beta right-high",10,304123,99,800,1050000,104387,52846,0.369149000871423,800,81,1050000,1037037.03703704,12.030833596093,TRUE,NA
"Beta right-high",10,304123,100,333,1050000,107075,52715,0.312996052307357,333,27,1050000,1295000,20.2283110341379,TRUE,NA
"Beta right-high",10,304123,100,800,1050000,107075,52715,0.371084520547365,800,80,1050000,1050000,12.0947991671389,TRUE,NA
"Beta right-high",10,304123,101,333,1050000,106828,52617,0.303988441596062,333,27,1050000,1295000,20.2283110341379,TRUE,NA
